Session Title,Player Name,Minutes Played,Split Name,Player Name,Distance (miles),Player Name,Sprint Distance (yards),Player Name,Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Player Name,Top Speed (mph),Distance Per Min (yd/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Max Deceleration (m/s/s),Max Acceleration (m/s/s),Distance in Speed Zone 1 (miles),Distance in Speed Zone 2 (miles),Distance in Speed Zone 3 (miles),Distance in Speed Zone 4 (miles),Distance in Speed Zone 5 (miles),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s (miles),Distance in Deceleration Zones: 1 - 2 m/s/s (miles),Distance in Deceleration Zones: 2 - 3 m/s/s (miles),Distance in Deceleration Zones: 3 - 4 m/s/s (miles),Distance in Deceleration Zones: > 4 m/s/s (miles),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s (miles),Distance in Acceleration Zones: 1 - 2 m/s/s (miles),Distance in Acceleration Zones: 2 - 3 m/s/s (miles),Distance in Acceleration Zones: 3 - 4 m/s/s (miles),Distance in Acceleration Zones: > 4 m/s/s (miles),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg (miles),Distance in Power Zone: 5 - 10 w/kg (miles),Distance in Power Zone: 10 - 15 w/kg (miles),Distance in Power Zone: 15 - 20 w/kg (miles),Distance in Power Zone: 20 - 25 w/kg (miles),Distance in Power Zone: 25 - 30 w/kg (miles),Distance in Power Zone: 30 - 35 w/kg (miles),Distance in Power Zone: 35 - 40 w/kg (miles),Distance in Power Zone: 40 - 45 w/kg (miles),Distance in Power Zone: 45 - 50 w/kg (miles),Distance in Power Zone: > 50 w/kg (miles),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s,,,Player Name
DePauw,H,934,1st.half,H,1.332,H,93.6032,H,9,216.194,0,0,0,118.0603,H,16.0067,48.1211,3.3818,19.2283,0,5.426,4.5374,1.1559,0.0725,0.0504,0.0214,0.0318,2867,26.6,16,6,7.7,20,0,0,0,0,0,3,2,3,1,0.555,0.1008,0.0256,0.0055,0.0012,1315.4,75.4,15.4,3.3,0.6,0.5176,0.1075,0.0155,0.0029,0.0003,1407.4,88.3,14.4,2.8,0.3,0.2724,0.3606,0.3538,0.1612,0.0831,0.0401,0.028,0.0162,0.0104,0.0038,0.0022,2235.9,336.2,205.7,75.9,33.6,14.7,9.9,5.7,3,1.8,0.9,0,0,0,0,0,0,66,26,9,3,0,59,31,10,4,,,H
DePauw,A,,1st.half,A,1.3406,A,82.5927,A,7,239.3856,0,0,0,115.0662,A,14.8932,48.4319,3.3589,19.0867,0,4.4667,4.396,0.1727,0.68,0.4409,0.0469,0,2108.9,605.5,195.6,13.5,0,17,0,0,0,0,0,2,4,1,0,0.5811,0.1021,0.0173,0.0034,0.0005,1326.5,74,10.4,1.9,0.2,0.5283,0.0894,0.0149,0.0031,0.0004,1421,74,12,3.1,0.4,0.268,0.3214,0.3947,0.2057,0.0833,0.0353,0.0144,0.0096,0.0033,0.0012,0.0037,2238.7,305.5,222.9,94.8,34.3,13.9,5.7,3.9,1.5,0.6,1.7,0,0,0,0,0,0,67,24,12,2,0,71,28,7,1,,,A
DePauw,C ,,1st.half,C ,2.3407,C ,48.5519,C ,16,426.8671,0,0,0,213.0342,C ,13.9586,84.5629,6.171,38.0845,0,5.4267,5.2578,2.0222,0.1937,0.0972,0.024,0.0035,2813.4,71.3,31.1,6.8,0.9,184,0,0,0,0,0,11,3,2,0,0.9323,0.222,0.05,0.013,0.0019,1057.3,154.1,32.7,7.4,1.1,0.8555,0.2134,0.0427,0.0081,0.0017,1469.6,159.6,33.4,6.7,1.6,0.2612,0.622,0.7092,0.4103,0.1782,0.0717,0.0372,0.0241,0.0117,0.0046,0.0106,1622.4,560.7,409,187.9,74.3,30.6,16.2,10.1,5.1,2.2,5,0,0,0,0,0,0,137,81,22,5,0,131,68,27,5,,,C 
DePauw,O,,1st.half,O,0.0704,O,0,O,0,8.126,0,0,0,36.6528,O,2.4109,2.5434,0.1436,0,0,0,0,0.0702,0.0002,0,0,0,2923.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387,0.0002,0,0,0,1062.2,0.4,0,0,0,0.0315,0,0,0,0,1860.2,0.7,0,0,0,0.0704,0,0,0,0,0,0,0,0,0,0,2923.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,O
DePauw,I,,1st.half,I,1.7728,I,140.4687,I,14,254.5011,0,0,0,133.8651,I,15.5195,64.0468,4.4968,26.1023,0,5.398,4.8815,1.4541,0.1467,0.0922,0.0453,0.0345,2819,53.9,29.4,12.7,8.5,10,0,0,0,0,0,6,3,2,3,0.7421,0.1248,0.0258,0.0111,0.0034,810,82.8,15.9,6.2,1.8,0.7168,0.1246,0.0198,0.004,0.0005,1885.4,100.2,17.2,3.5,0.5,0.3115,0.483,0.4358,0.2437,0.1486,0.0847,0.0385,0.0154,0.0058,0.0027,0.0031,2003.3,443,257.5,108.5,57.5,29.2,13.7,5.5,2.4,1.3,1.6,0,0,0,0,0,0,88,36,11,2,0,82,26,11,7,,,I
DePauw,G,,1st.half,G,1.3119,G,106.8512,G,10,219.018,0,0,0,112.4363,G,16.0166,47.3948,3.3706,17.0213,0,5.3963,3.8045,1.113,0.1028,0.0353,0.0275,0.0332,2858.3,38,11.3,7.7,8.1,20,0,0,0,0,0,3,7,0,0,0.5299,0.1085,0.0238,0.009,0.004,1222.8,83.2,14.2,4,2.2,0.4997,0.1093,0.0261,0.0015,0,1483.6,91.8,20.1,1.5,0,0.3081,0.3386,0.275,0.1834,0.0828,0.0604,0.0309,0.0171,0.0064,0.0047,0.0047,2264.8,336.2,157.5,84.1,36.3,21.6,11.2,6.3,2.2,1.6,1.6,0,0,0,0,0,0,47,41,9,0,0,65,29,6,8,,,G
DePauw,V,,1st.half,V,3.3635,V,128.6927,V,18,612.0405,2,0,0,262.7425,V,14.0779,121.5159,8.7159,52.2798,0,5.8186,5.1475,3.0063,0.1942,0.09,0.0584,0.0147,2803.1,71.6,28.7,16.3,3.8,138,3,0,0,0,0,8,7,3,0,1.3224,0.2884,0.0718,0.018,0.0043,1179.5,207.5,44.9,9.7,2.2,1.3169,0.2763,0.0535,0.011,0.0011,1210,214,45.4,9.2,1.1,0.4845,0.9317,1.0031,0.5221,0.22,0.1045,0.0499,0.026,0.0099,0.0049,0.0071,1047.3,875.8,574.3,246.5,95.2,41.9,20.6,11.3,4.8,2.1,3.7,0,0,0,0,0,0,181,117,32,4,0,162,107,27,12,,,V
DePauw,S,,1st.half,S,3.1432,S,198.2748,S,27,593.525,0,0,0,216.111,S,16.1956,113.5539,8.2072,47.987,0,5.5956,5.0578,2.6708,0.2349,0.1248,0.0613,0.0514,2767.8,86,39.9,17.3,12.5,116,0,0,0,0,0,17,6,2,2,1.1797,0.2645,0.0908,0.0273,0.0038,1171.9,181.2,54.3,15.1,2.2,1.2375,0.2729,0.0547,0.0106,0.0013,1248.7,201.1,38.6,9.2,1.2,0.4954,0.9563,0.7367,0.469,0.2209,0.1152,0.0615,0.0304,0.0198,0.0152,0.0228,1169.5,926.8,422.8,213.3,89.5,44.4,23.6,11.8,7.1,5.6,9.1,0,0,0,0,0,0,142,88,25,5,0,131,77,45,12,,,S
DePauw,P,,1st.half,P,1.8605,P,84.3972,P,16,341.701,2,0,0,124.1151,P,14.5651,67.2134,4.7947,26.7805,0,6,4.6926,1.5711,0.1649,0.0765,0.0384,0.0095,2825,60.8,24.4,10.8,2.4,37,2,0,0,0,0,11,3,1,1,0.7609,0.136,0.0373,0.0145,0.007,764.6,98.9,21.1,7.7,3.1,0.7236,0.1451,0.0294,0.0063,0.0003,1891.7,107,23.3,5.4,0.6,0.3224,0.5413,0.4223,0.2944,0.141,0.064,0.0327,0.0189,0.0102,0.0056,0.0075,1901.8,534.2,243,132.3,56.3,25.9,12.9,7.1,4,2.6,3.3,0,0,0,0,0,0,75,43,20,2,0,74,39,14,11,,,P
DePauw,X,,1st.half,X,1.3368,X,12.3851,X,2,258.5712,0,0,0,94.3776,X,13.6007,48.2953,3.1229,8.8969,0,6,5,0.5356,0.713,0.0812,0.007,0,2076.5,807.3,37.7,2,0,7,0,0,0,0,0,2,0,0,0,0.6475,0.0592,0.007,0.0027,0.0024,1416,70.8,5.7,1.9,1.3,0.5559,0.0504,0.0086,0.0025,0.0005,1337.7,77.3,9.5,2.8,0.5,0.8372,0.3014,0.1272,0.0406,0.0156,0.0049,0.0027,0.0017,0.0025,0.0005,0.0025,2500.8,306.4,79,22,8,2.5,1.4,0.8,1.1,0.3,1.2,0,0,0,0,0,0,47,11,8,2,0,50,11,5,3,,,X
DePauw,M,,1st.half,M,0.0886,M,7.734,M,1,13.2489,0,0,0,11.3486,M,12.6065,3.2004,0.2143,0.4481,0,4.7371,0,0.0348,0.0348,0.0145,0.0044,0,2874.1,42.4,5.7,1.3,0,2,0,0,0,0,0,1,0,0,0,0.0342,0.0019,0.002,0.0019,0.0006,241.9,1.1,1.2,0.8,0.2,0.0412,0.0058,0.001,0,0,2674.2,3.3,0.8,0,0,0.0587,0.0042,0.0068,0.0041,0.0062,0.0044,0.0018,0.0016,0.0007,0,0,2907.9,4.1,4.2,1.6,2.6,1.5,0.7,0.6,0.3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,,,M
DePauw,B ,,1st.half,B ,0.6363,B ,29.0375,B ,7,112.673,0,0,0,57.6365,B ,12.6662,22.9878,1.6289,8.9379,0,5.4445,3.9334,0.0935,0.2963,0.23,0.0165,0,2552,268.1,98.4,5,0,14,0,0,0,0,0,6,1,0,0,0.2564,0.0514,0.0144,0.0031,0.0028,626.2,44.3,9,2,1.4,0.2477,0.0467,0.0128,0.0009,0,2179.8,48.3,11.6,0.9,0,0.1268,0.1655,0.1424,0.1231,0.0427,0.0173,0.0097,0.0033,0.0019,0.0025,0.0011,2595.4,158.3,82.2,54.4,17.8,7.4,3.9,1.6,0.9,1.1,0.5,0,0,0,0,0,0,23,18,3,0,0,24,12,7,3,,,B 
DePauw,R,,1st.half,R,3.1247,R,217.6787,R,25,524.4776,0,0,0,191.5807,R,15.7333,112.8883,7.8193,45.7584,0,5.5149,4.3963,0.2807,1.7267,0.9936,0.1201,0.0036,854.2,1598.7,434.9,34.8,0.8,36,0,0,0,0,0,15,6,3,1,1.3466,0.1991,0.0513,0.0136,0.0045,1284.6,144.8,31.6,8.1,2.4,1.2548,0.2197,0.0309,0.0043,0.0001,1247.9,174.4,25.3,4.2,0.1,0.5422,0.9194,0.8223,0.4833,0.1938,0.0793,0.0423,0.0177,0.0134,0.0067,0.0044,1208,886.8,468,220.2,76.5,32.1,15.9,6.7,5,2.4,1.8,0,0,0,0,0,0,139,67,14,1,0,118,61,23,9,,,R
DePauw,Z,,1st.half,Z,0.1324,Z,0,Z,0,18.0315,0,0,0,33.2441,Z,3.8227,4.7842,0.282,0.0205,0,0,0,0.1324,0,0,0,0,2923.5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.072,0.0026,0,0,0,905.3,5.8,0,0,0,0.0565,0.0013,0.0001,0,0,2005.7,6.5,0.2,0,0,0.13,0.0023,0,0,0.0001,0,0,0,0,0,0,2920.6,2.8,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Z
DePauw,L ,,1st.half,L ,3.1849,L ,128.439,L ,26,550.8143,0,0,0,219.8624,L ,14.3265,115.0621,8.2117,47.5184,0,5.6534,5.0037,2.757,0.2251,0.1299,0.0613,0.0117,2779.3,82.7,41.4,17.1,3,47,0,0,0,0,0,14,7,3,2,1.2761,0.2683,0.0669,0.0216,0.003,1234.4,191.3,39.7,11.5,1.5,1.2295,0.2578,0.053,0.0072,0.0015,1184.2,207.4,45.3,6.9,1.3,0.5354,0.9252,0.7908,0.4828,0.2389,0.1065,0.0527,0.0225,0.0128,0.0082,0.0092,1168.7,889.4,460.1,223.6,95.5,42.6,21.2,9.5,5.2,3.4,4.3,0,0,0,0,0,0,158,95,26,7,0,170,84,27,10,,,L 
DePauw,Q,,1st.half,Q,3.4472,Q,47.7962,Q,21,737.653,1,0,0,250.1712,Q,13.9288,124.5392,8.7983,52.5434,0,6,4.6667,3.0059,0.3015,0.1126,0.0244,0.0028,2768.2,111.5,35.9,7,0.7,90,1,0,0,0,0,14,6,0,1,1.4203,0.2459,0.0671,0.0202,0.0071,1234.5,172,41.4,11.7,3.7,1.3629,0.2729,0.0457,0.005,0.0002,1206.2,211.1,38,4.5,0.2,0.4754,0.9357,0.9474,0.6653,0.2644,0.0958,0.031,0.017,0.0064,0.0055,0.0032,1000.8,899.6,540.4,303,110.2,41.2,14.1,7.4,2.9,2.3,1.4,0,0,0,0,0,0,167,101,16,1,0,172,69,31,15,,,Q
DePauw,J,,1st.half,J,1.3751,J,63.4677,J,10,272.8946,1,0,0,104.3246,J,15.5295,49.6771,3.5668,23.2222,0,4.4889,4.063,1.2139,0.0868,0.0382,0.0195,0.0166,2869.8,31.9,12.2,5.5,4.1,28,1,0,0,0,0,6,4,0,0,0.5242,0.1301,0.0353,0.0072,0.0011,715.9,92.4,21.3,4,0.5,0.5345,0.1095,0.028,0.005,0.0001,1974.9,88.7,21.4,4.3,0.1,0.1942,0.5349,0.2967,0.1641,0.0807,0.0478,0.022,0.0137,0.0079,0.0055,0.0076,2090.7,505.6,175.3,75.5,34.2,19,8.7,5.8,3.3,2.2,3.2,0,0,0,0,0,0,71,39,14,2,0,57,43,12,4,,,J
DePauw,K ,,1st.half,K ,2.8639,K ,116.2245,K ,17,521.7031,0,0,0,199.8087,K ,16.295,103.4636,7.3202,39.2441,0,5.6741,4.6707,2.5307,0.1921,0.075,0.0333,0.0327,2811.2,71.2,23.9,9.3,7.9,28,0,0,0,0,0,12,3,1,1,1.2299,0.1943,0.0477,0.0178,0.0044,1339.5,133.4,28,8.5,1.9,1.0844,0.2301,0.0461,0.008,0.0012,1204.3,168.9,31.4,6.6,1,0.63,0.8115,0.6497,0.3987,0.1803,0.0783,0.0468,0.0275,0.0191,0.008,0.0139,1428,785.9,374.5,181.3,76.2,32.1,18.5,11,7.3,2.9,5.8,0,0,0,0,0,0,141,71,19,5,0,141,53,22,10,,,K 
DePauw,E,,1st.half,E,0.0265,E,0,E,0,4.4306,0,0,0,7.0927,E,2.5998,0.9592,0.0571,0,0,0,0,0.0252,0.0014,0,0,0,2921.5,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139,0.0017,0,0,0,186.4,4.6,0,0,0,0.0105,0.0005,0,0,0,2728.6,3.7,0.1,0,0,0.0263,0.0003,0,0,0,0,0,0,0,0,0,2923,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,E
DePauw,N,,1st.half,N,0,N,0,N,0,0,0,0,0,0.0057,N,1.5211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,N
DePauw,H,,2nd.half,H,2.2328,H,172.7915,H,20,362.074,0,0,0,161.8831,H,14.5899,78.7274,5.5274,29.4618,0,6,4.7371,1.9232,0.1363,0.0751,0.0655,0.0327,2894.7,50.3,23.9,18.2,8.3,25,0,0,0,0,0,11,6,3,0,0.9593,0.1485,0.0383,0.0134,0.0033,1349.9,112.6,22.2,7.5,1.5,0.8748,0.1598,0.0296,0.0048,0.001,1338,130.5,26.5,5.7,1,0.4765,0.5397,0.5701,0.3168,0.1521,0.0921,0.0446,0.023,0.0096,0.0036,0.0047,1878.7,523.2,321.1,145.9,61.2,33.1,16.3,8.6,3.6,1.5,2.2,0,0,0,0,0,0,85,52,15,5,0,83,36,21,7,,,H
DePauw,A,,2nd.half,A,0.6305,A,57.8563,A,4,113.6826,0,0,0,78.0453,A,14.4358,22.232,1.5568,7.5549,0,5.0445,4.9423,0.1386,0.3118,0.1472,0.0329,0,2634.4,286.4,65.2,9.4,0,9,0,0,0,0,0,2,2,0,0,0.2544,0.0458,0.0112,0.0042,0.0019,1340.4,33.2,7,2.4,0.8,0.2561,0.0472,0.0078,0.0016,0.0003,1567,36.4,6.6,1.2,0.4,0.1929,0.1381,0.1521,0.0704,0.0345,0.0198,0.0098,0.0054,0.003,0.003,0.0016,2709,133.3,88.7,34,14.3,7.2,3.8,2.3,1.1,0.9,0.8,0,0,0,0,0,0,26,14,2,2,0,25,10,5,4,,,A
DePauw,C ,,2nd.half,C ,3.5019,C ,37.6792,C ,21,622.493,0,0,0,291.7247,C ,13.3323,123.4741,8.7831,55.2581,0,4.9704,4.3037,3.0898,0.276,0.1147,0.0191,0.0023,2850.8,101.8,36.8,5.4,0.6,258,0,0,0,0,0,15,4,2,0,1.4393,0.2849,0.064,0.0147,0.0038,1265.1,196.8,40.6,8.5,1.9,1.3565,0.2787,0.0498,0.0094,0.0008,1219.9,215.1,39,7.9,0.6,0.3997,0.9969,1.0839,0.6009,0.2456,0.0869,0.0399,0.0228,0.0114,0.0054,0.0087,1003.6,916.6,620.6,273.9,102.7,38.3,17.8,9.8,5.3,2.6,4.2,0,0,0,0,0,0,203,94,27,4,0,186,87,23,11,,,C 
DePauw,O,,2nd.half,O,0.5171,O,21.2948,O,5,75.2574,0,0,0,46.55,O,11.8807,18.2313,1.2978,6.9874,0,5.0534,3.4223,0.0615,0.2082,0.2353,0.0121,0,2699.8,192,99.8,3.8,0,9,0,0,0,0,0,3,1,1,0,0.2178,0.0445,0.0076,0.0012,0.0009,387.8,31.8,4.8,0.7,0.6,0.1921,0.0451,0.0068,0.0011,0,2525.4,38.4,5,0.9,0,0.0887,0.1064,0.129,0.114,0.0487,0.0166,0.0077,0.0036,0.0016,0.0003,0.0006,2736.4,105.5,71.3,48.5,19.7,7.5,3.8,1.6,0.7,0.1,0.3,0,0,0,0,0,0,19,13,4,0,0,23,11,1,2,,,O
DePauw,I,,2nd.half,I,1.3985,I,91.0058,I,10,200.2122,0,0,0,107.0958,I,13.6305,49.309,3.4527,19.3029,0,5.5778,4.1467,1.2255,0.0745,0.0468,0.049,0.0027,2938.6,27.4,14.9,13.8,0.7,11,0,0,0,0,0,5,4,1,0,0.5799,0.1113,0.0244,0.0064,0.0015,711.2,75.2,13.4,3.8,0.8,0.548,0.1106,0.0134,0.0028,0.0003,2092.9,83.5,11.8,2.5,0.3,0.3004,0.3424,0.3823,0.1792,0.0942,0.0559,0.025,0.0119,0.0038,0.0017,0.0017,2297.9,318.8,218.6,84,37.5,21.3,9.4,4.8,1.4,0.8,0.9,0,0,0,0,0,0,69,29,8,2,0,61,29,10,3,,,I
DePauw,G,,2nd.half,G,0.9652,G,32.9527,G,6,160.1747,0,0,0,91.4333,G,13.6703,34.0335,2.4058,12.1152,0,4.9536,3.4586,0.8435,0.0713,0.0317,0.018,0.0008,2953.8,26.1,10.2,5.1,0.2,5,0,0,0,0,0,2,3,1,0,0.3916,0.0917,0.02,0.0024,0.0019,1273.1,71.7,12.5,1.8,1.1,0.357,0.0818,0.0167,0.002,0,1544.6,74.2,14.6,1.8,0,0.2609,0.2535,0.1864,0.1326,0.065,0.0332,0.0195,0.0078,0.0024,0.0018,0.0022,2520.5,252.8,106.8,60.5,27.1,13.7,8,3.1,1.1,0.8,1,0,0,0,0,0,0,41,27,8,0,0,43,23,6,3,,,G
DePauw,V,,2nd.half,V,3.1303,V,29.2245,V,8,557.0942,0,0,0,248.4363,V,13.7697,110.3716,7.743,46.9019,0,5.6756,4.9378,2.9006,0.1678,0.0454,0.0123,0.0043,2914.4,61.8,14.6,3.5,1.1,140,0,0,0,0,0,6,2,0,0,1.3054,0.2392,0.0544,0.0113,0.0037,1277.8,179.7,36.5,6.8,2,1.2402,0.2267,0.0408,0.0066,0.002,1253.6,196.3,34.5,6.4,1.8,0.5419,0.9837,0.9177,0.4336,0.1431,0.0529,0.0237,0.0135,0.01,0.0028,0.0075,1214.1,927.4,534.9,204.3,63.5,23.6,10.6,6.6,4.9,1.2,4.3,0,0,0,0,0,0,199,91,12,11,0,164,81,19,10,,,V
DePauw,S,,2nd.half,S,3.0914,S,145.3386,S,26,575.1397,1,0,0,213.4973,S,16.0663,109.0007,7.7624,45.124,0,6,5.1867,2.6618,0.2228,0.1243,0.0448,0.0378,2852,81.8,39.6,12.6,9.3,118,1,0,0,0,0,19,5,1,1,1.211,0.227,0.0705,0.0314,0.0039,1240.3,161.1,42.9,16.5,2.2,1.2589,0.2303,0.0461,0.0097,0.0028,1312.9,173.9,34.3,8.5,2.7,0.5189,0.9404,0.7341,0.4525,0.2101,0.1169,0.0534,0.0266,0.0171,0.0087,0.0128,1275.3,922,416,204.1,85.6,43.9,20.6,10.7,7.7,3.5,5.9,0,0,0,0,0,0,132,69,19,11,0,106,75,32,14,,,S
DePauw,P,,2nd.half,P,2.1897,P,107.3138,P,15,394.1761,2,0,0,138.6717,P,15.0473,77.2068,5.3982,30.3953,0,5.0845,4.6037,1.8325,0.2272,0.069,0.0274,0.0336,2873,83.9,22.3,7.6,8.4,38,2,0,0,0,0,10,3,2,0,0.957,0.1354,0.0328,0.0153,0.0057,975.2,95.1,19.1,7.3,2.1,0.8613,0.1445,0.032,0.0046,0.0011,1762,104.1,24.3,4.7,1.3,0.409,0.6253,0.4788,0.3759,0.1298,0.0915,0.0402,0.0168,0.0105,0.0035,0.0086,1826.7,614.3,271.3,162.6,54.4,34.6,15.4,6.2,4.3,1.6,3.8,0,0,0,0,0,0,79,41,11,7,0,80,34,16,9,,,P
DePauw,X,,2nd.half,X,1.3934,X,8.0588,X,1,272.6431,0,0,0,104.8633,X,12.2237,49.1301,3.2138,10.7565,0,5.7738,3.9289,0.535,0.7684,0.0854,0.0046,0,2118.2,835.2,40.6,1.4,0,13,0,0,0,0,0,1,0,0,0,0.6612,0.0706,0.0135,0.0033,0.0016,1419.9,87.3,10.9,2.4,0.9,0.5703,0.0574,0.0119,0.0033,0.0003,1361.3,94.4,14.3,3.6,0.4,0.8049,0.3652,0.1584,0.0393,0.0116,0.0045,0.0037,0.0012,0.0022,0.0011,0.0013,2496.3,363.7,99.2,22.3,6,2.4,2,1,1.2,0.6,0.7,0,0,0,0,0,0,59,18,14,0,0,57,17,11,2,,,X
DePauw,M,,2nd.half,M,0.0007,M,0,M,0,0.0844,0,0,0,0.1548,M,0.5568,0.0235,0.0013,0,0,0,0,0.0007,0,0,0,0,2995.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,6.2,0,0,0,0,0.0003,0,0,0,0,2989,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,2995.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,M
DePauw,B ,,2nd.half,B ,0.6298,B ,126.2485,B ,6,109.5886,0,0,0,45.0389,B ,13.551,22.2072,1.5462,9.0542,0,4.0178,3.7293,0.0575,0.2671,0.2335,0.0717,0,2636.8,236.3,100.8,21.4,0,17,0,0,0,0,0,3,2,0,1,0.2452,0.0466,0.0114,0.0017,0.0002,298.6,33.4,7.5,0.9,0.1,0.286,0.0307,0.0063,0.0017,0.0001,2618.1,29.1,5.6,1.7,0.3,0.0836,0.1478,0.1574,0.1114,0.0809,0.0318,0.0077,0.0048,0.002,0.0014,0.0011,2671.2,141.5,88,48.8,28.1,10.7,2.8,2.1,0.8,0.8,0.5,0,0,0,0,0,0,21,8,5,0,0,15,15,2,1,,,B 
DePauw,R,,2nd.half,R,2.5166,R,155.4654,R,12,422.0866,0,0,0,162.8872,R,15.261,88.7324,6.1417,35.0015,0,6,4.1956,0.2987,1.2639,0.8656,0.0879,0.0004,1425,1161.3,384.4,24.5,0.1,45,0,0,0,0,0,7,2,2,1,1.0701,0.1653,0.04,0.0137,0.0033,1184.2,129.3,26.2,8.7,1.7,1.021,0.1757,0.0244,0.0031,0.0001,1467.9,152.6,22,2.6,0.1,0.4853,0.6382,0.7071,0.4321,0.1346,0.0641,0.0283,0.0108,0.0082,0.0045,0.0034,1678.6,617.9,400.3,197.8,56.5,23.4,10.7,4,2.9,1.9,1.3,0,0,0,0,0,0,111,48,11,1,0,93,51,22,8,,,R
DePauw,Z,,2nd.half,Z,0.9663,Z,59.1348,Z,8,158.3729,1,0,0,92.8606,Z,13.9139,34.0708,2.4177,12.6895,0,5.1112,3.8178,0.8014,0.0917,0.0396,0.0263,0.0073,2939.5,33.9,12.7,7.4,1.9,26,1,0,0,0,0,4,3,1,0,0.3935,0.0831,0.0216,0.005,0.0014,987.3,63.1,13.1,3.4,0.9,0.3631,0.0814,0.0151,0.002,0,1839,72.6,14,2,0,0.2178,0.1905,0.2291,0.1719,0.0844,0.0422,0.0171,0.0081,0.0035,0.0015,0.0003,2551.1,174.8,131.1,75.5,34.8,15.6,6.8,3.5,1.4,0.7,0.1,0,0,0,0,0,0,49,26,10,0,0,43,21,12,3,,,Z
